Folder,Name,Num,threshold,num_regions,est_len,MeanInt-2,avgWidth-2,stdInt-2,perct95-2,medianInt-2,sumInt-2,MeanInt-9,avgWidth-9,stdInt-9,perct95-9,medianInt-9,sumInt-9,aspect_ratio,intRatio2-9,tipWidthRatio,BodMeanInt,BodAvgWidth,BodStdInt,BodPerct95,BodMedianInt,BodSumInt,BKMeanInt
BC221_18,221_18_1_Snapshot49,49,8.0,1,1149,2497.365691198952,85,933.8328475183288,3945.2999999999993,2227.0,22870875,4797.267013483384,100,1549.7068510809377,7096.0,5033.0,45185458,11.49,1.6633344308968827,0.57,3988.8399869865457,102,1774.2357753884805,7232.0,3647.0,380080607,1.0
BC221_18,221_18_1_Snapshot5,5,8.0,1,1396,2730.0778494623655,89,564.7656286219927,3458.0,2905.0,31737155,6984.580003429944,101,2783.04649480006,10801.949999999999,7466.0,81454172,13.821782178217822,1.3606679847153906,0.5841584158415841,3801.131099101568,104,1890.7280141767485,8236.0,3278.0,443816266,1.0
BC221_18,221_18_1_Snapshot50,50,9.0,1,1590,2941.439988459319,91,982.1641435822827,4854.699999999997,2808.0,40780124,5131.904229848364,76,2054.0043068950663,8118.0,5436.0,51442208,20.92105263157895,2.2926882431392945,0.8552631578947368,4071.066833718026,94,2015.0634299590067,8213.299999999988,3701.0,515022523,1.0
BC221_18,221_18_1_Snapshot51,51,8.0,2,1439,2914.23505513639,87,999.6584972507152,4372.299999999999,2998.0,30127362,6003.612493546721,86,2541.7541597974273,9654.0,6472.0,58144987,16.732558139534884,1.8681840445881903,0.8953488372093024,3657.662996827766,97,1749.9721448145528,7344.0,3457.0,392028320,1.0
BC221_18,221_18_1_Snapshot52,52,11.0,1,900,5850.707648133646,91,1656.5390613730922,8465.849999999999,6048.0,44828122,4405.18266779949,96,1552.0976558969298,7209.95,3954.0,31109400,9.375,0.8122914496206438,0.4895833333333333,5409.831898634969,103,1776.020780614966,8309.0,5404.0,414149681,1.0
BC221_18,221_18_1_Snapshot53,53,6.0,1,1224,4216.586592741935,83,1251.9479973490165,5610.0,4681.0,41828539,1795.4550264550264,70,541.958009821546,2626.2999999999993,1780.0,11876935,17.0,0.4081980970601586,1.0285714285714285,3011.023940245148,98,1284.694897224744,5431.849999999991,2769.0,282988074,1.0
BC221_18,221_18_1_Snapshot54,54,10.0,1,1018,5699.87527593819,96,2088.9074994832945,8865.05,5952.0,51640870,4630.362378144181,101,1448.5846446950347,7027.0,4644.0,38473681,10.07920792079208,0.8636604762907213,0.49504950495049505,5085.423349359153,106,1482.505557794882,7671.0,5088.0,455892947,1.0
BC221_18,221_18_1_Snapshot55,55,10.0,2,1408,3343.506149791346,85,1074.8277613030755,4887.0,3687.0,30445967,8102.881099126862,97,2937.011869650156,11720.0,8950.0,94657857,14.515463917525773,1.5918699885366725,0.6597938144329897,4558.964672931768,98,2251.8119507911742,9489.099999999991,4354.0,517620290,1.0
BC221_18,221_18_1_Snapshot56,56,9.0,1,1634,3008.790484417569,95,1233.8662718876567,5256.0,2629.0,45279288,3224.619704004643,56,1173.2241907566436,5229.0,3127.5,22224079,23.014084507042252,2.1033631897059806,1.2678571428571428,3877.6072521597644,96,1979.0737737922268,7939.0,3535.0,500463380,1.0
BC221_18,221_18_1_Snapshot57,57,8.0,1,1621,3130.7914839860296,89,1530.6014994781158,5616.0,2756.0,42131061,2486.267408906883,46,678.3385411932488,3579.05,2418.0,12282161,20.78205128205128,0.7642956267039832,1.6956521739130435,3625.667606192934,99,1659.7849671975343,6688.0,3347.0,456652835,1.0
BC221_18,221_18_1_Snapshot58,58,9.0,1,1479,2665.9933687002654,91,1110.4981761473464,4598.0,2211.0,32162544,6156.017542140337,84,2458.9307608906297,9855.400000000001,6410.0,62816003,17.607142857142858,1.7657220680431622,0.7261904761904762,3664.9759566749226,99,1877.1451680926627,7510.0,3396.0,420255463,1.0
